transactionID,carrierID,customerID,amount,date
220,2,563,17.8,2005-06-23 01:15:47
221,3,665,14.77,2005-10-07 17:18:36
222,2,292,18.43,2006-01-05 16:49:59
223,1,181,7.37,2007-09-14 19:09:23
224,3,114,16.31,2006-04-17 17:06:06
225,1,756,10.96,2007-07-16 13:15:06
226,3,105,9.61,2009-09-26 09:38:01
227,2,108,19.44,2005-12-13 00:05:14
228,3,919,14.78,2007-10-16 07:47:57
229,2,335,17.38,2007-10-01 19:52:46
230,1,783,8.48,2006-03-23 10:29:31
231,1,594,9.61,2009-03-02 09:01:57
232,3,703,6.32,2005-10-28 08:46:38
233,1,883,11.05,2009-05-15 18:43:02
234,1,210,9.77,2006-04-30 03:17:46
235,3,609,18.35,2005-08-02 08:40:28
236,2,987,9.23,2008-09-11 18:33:22
237,3,71,13.61,2007-01-27 02:24:34
238,3,844,14.4,2005-03-17 12:26:55
239,1,173,11.56,2008-02-24 14:37:53
240,1,327,13.15,2007-04-22 20:17:35
241,2,421,7.64,2009-01-07 22:16:30
242,1,296,8.61,2006-01-03 01:20:49
243,3,562,6.02,2007-02-01 23:42:05
244,2,718,6.09,2009-03-08 10:04:06
245,3,418,12.89,2008-03-01 22:29:37
246,1,310,13.44,2009-11-01 12:12:30
247,2,436,12.07,2005-08-19 06:15:33
248,3,773,19.54,2006-03-29 12:11:49
249,1,861,15.25,2005-08-24 08:16:26
250,3,577,18.16,2008-09-25 13:19:09
251,3,766,6.19,2005-03-29 03:07:25
252,2,527,19.05,2008-09-21 19:44:01
253,2,512,17.97,2009-07-11 21:10:18
254,1,788,15.48,2007-08-15 06:50:48
255,1,314,7.05,2009-12-20 21:04:34
256,2,464,7.47,2007-02-21 15:34:58
257,3,259,9.26,2005-11-12 19:48:19
258,1,249,5.39,2009-05-22 23:54:37
259,3,577,13.6,2008-05-23 10:09:43
260,3,757,9.17,2009-05-19 19:19:57
261,3,437,5.07,2007-01-08 15:15:50
262,3,421,14.41,2005-08-18 08:50:06
263,3,513,9.93,2009-01-21 14:40:39
264,2,225,9.98,2007-01-27 12:32:07
265,2,595,12.33,2009-03-02 06:45:49
266,2,298,19.71,2006-07-10 17:09:01
267,3,839,15.52,2005-04-07 06:12:06
268,1,94,8.38,2008-09-22 04:29:06
269,2,459,9.84,2009-04-02 02:14:52
270,1,851,17.02,2008-06-27 18:24:54
271,2,677,17.02,2009-01-07 23:01:37
272,2,792,18.47,2007-07-24 02:18:44
273,3,636,14.65,2009-08-06 17:24:37
274,2,861,11.98,2008-09-15 03:30:42
275,2,930,7.31,2006-09-20 12:46:54
276,1,266,19.09,2005-11-11 16:02:42
277,1,926,15.92,2006-07-16 18:46:42
278,2,769,11.52,2009-04-11 05:41:03
279,3,595,18.94,2009-05-04 11:44:25
280,3,219,10.5,2005-11-09 18:33:17
281,1,451,9.51,2005-08-19 21:07:46
282,2,461,16.07,2007-10-16 01:19:20
283,1,549,19.29,2005-08-21 16:05:34
284,1,587,19.55,2008-02-01 13:19:24
285,1,139,13.31,2007-07-05 05:54:01
286,1,834,16.6,2008-08-03 23:22:16
287,3,821,11.96,2008-05-19 16:10:54
288,2,283,18.56,2005-01-18 18:20:00
289,2,642,16.84,2005-04-04 08:22:56
290,3,575,6.88,2009-06-05 13:50:53
291,3,198,17.42,2008-03-23 17:00:15
292,1,733,17.52,2008-01-28 07:15:49
293,1,248,10.84,2008-10-05 12:01:20
294,1,294,5.85,2006-04-21 08:12:27
295,1,355,6.01,2009-06-24 08:48:50
296,2,691,7.71,2009-02-16 00:08:24
297,2,479,7.63,2005-02-13 09:55:45
298,3,831,19.62,2005-03-28 01:20:19
299,2,676,5.98,2007-01-21 03:39:35
300,1,523,17.96,2007-10-23 21:34:41
301,2,276,11.36,2006-09-09 16:59:21
302,3,628,18.26,2005-03-13 03:09:40
303,1,962,7.24,2007-04-20 21:09:05
304,3,843,19.01,2006-01-17 13:54:29
305,3,457,11.88,2009-01-09 09:30:41
306,3,20,11.25,2009-08-22 05:23:41
307,2,154,6.91,2008-08-08 04:24:06
308,1,75,7.32,2005-02-27 07:32:37
309,2,262,15.75,2007-10-14 13:26:47
310,2,603,7.2,2005-01-22 08:53:56
311,1,576,9.89,2009-06-05 21:07:59
312,2,376,16.05,2008-05-30 00:12:05
313,2,722,10.11,2006-02-09 18:17:33
314,3,634,17.41,2006-12-18 01:44:43
315,3,359,11.37,2006-07-14 08:47:06
316,3,879,13.86,2006-06-14 21:31:04
317,3,718,13.68,2005-04-13 09:04:27
318,3,857,18.07,2005-03-04 00:44:55
319,1,566,11.41,2005-02-08 00:19:14
320,3,898,17.29,2009-09-27 11:58:09
321,1,446,10.97,2008-03-16 06:01:52
322,1,995,10.02,2009-03-20 23:32:12
323,3,449,18.45,2009-07-31 05:10:28
324,3,127,13.28,2009-11-18 04:06:45
325,3,529,19.54,2008-01-26 15:38:18
326,2,696,9.24,2005-11-14 19:21:27
327,1,693,10.16,2005-10-16 07:38:36
328,3,596,13.91,2005-07-03 04:00:58
329,3,895,5.18,2009-07-13 12:23:48
330,1,711,14.66,2008-09-22 12:39:42
331,3,306,6.69,2006-11-15 23:04:15
332,2,272,16.44,2006-02-12 03:59:09
333,3,26,8.22,2008-12-01 09:04:56
334,3,697,9.26,2008-07-16 09:13:30
335,1,739,11.64,2007-03-04 06:37:03
336,3,796,10.77,2005-12-30 18:35:04
337,3,603,15.39,2006-01-05 21:31:21
338,2,377,16.57,2005-01-27 15:22:57
339,1,962,17.04,2007-08-05 04:18:41
340,1,274,18.23,2008-07-16 21:28:42
341,1,155,19.42,2008-04-14 01:15:29
342,1,762,18.64,2008-09-06 16:07:51
343,2,441,18.18,2006-01-20 04:09:10
344,3,650,15.76,2006-10-07 12:25:41
345,3,442,5.4,2006-11-15 14:23:14
346,3,280,11.14,2008-05-13 14:54:47
347,2,997,11.83,2006-11-20 17:14:49
348,2,879,5.85,2006-05-23 07:23:40
349,3,342,7.5,2008-07-18 11:11:31
350,1,725,9.75,2005-10-03 12:05:19
351,2,338,12.22,2007-08-16 13:47:34
352,1,225,19.25,2006-10-10 11:18:42
353,1,229,9.72,2009-05-20 08:54:48
354,2,952,5.16,2005-05-14 06:57:38
355,2,736,18.94,2009-10-03 23:17:03
356,1,810,7.3,2008-12-01 17:12:55
357,1,981,15.28,2008-10-14 00:20:30
358,3,24,18.0,2005-05-12 15:54:34
359,1,259,17.32,2006-01-12 18:36:54
360,3,585,19.44,2009-10-25 03:04:00
361,3,545,16.19,2007-07-24 01:41:45
362,1,235,8.15,2007-05-31 17:53:10
363,3,8,16.28,2005-01-19 14:18:46
364,2,890,16.73,2008-10-10 06:06:25
365,1,738,10.4,2005-09-08 07:20:30
366,3,733,6.61,2009-02-05 00:31:11
367,2,693,8.79,2005-07-17 13:02:11
368,2,645,9.11,2009-12-28 04:20:39
369,3,604,9.15,2008-04-04 18:33:32
370,2,969,11.89,2006-11-03 20:27:34
371,1,898,9.45,2007-01-27 21:27:47
372,1,749,12.81,2006-03-29 19:14:57
373,2,439,18.09,2006-12-26 03:14:39
374,3,519,14.48,2006-07-22 13:46:11
375,1,402,17.38,2009-10-02 08:32:47
376,2,256,9.83,2008-01-18 08:50:40
377,3,309,10.82,2007-11-21 10:57:23
378,2,655,19.86,2006-03-12 16:09:23
379,2,27,18.43,2009-02-06 13:38:40
380,1,428,19.81,2009-02-21 09:33:10
381,3,26,15.35,2009-05-28 00:45:40
382,1,526,6.65,2005-08-23 02:01:00
383,2,566,6.77,2008-09-29 21:53:46
384,1,906,19.58,2009-01-06 16:46:17
385,1,711,7.08,2006-12-24 02:39:55
386,1,461,8.93,2006-02-18 10:25:17
387,3,275,12.81,2006-02-28 21:53:47
388,3,112,7.77,2007-03-26 04:42:16
389,1,629,14.91,2006-03-20 10:45:47
390,3,911,5.69,2008-03-23 11:40:53
391,2,130,8.61,2005-10-15 17:44:35
392,2,914,17.35,2008-03-21 23:43:22
393,3,530,15.27,2008-09-11 23:44:21
394,2,100,12.45,2008-09-23 17:04:47
395,3,960,19.31,2006-09-13 21:23:24
396,2,616,8.64,2009-12-20 10:31:46
397,2,429,11.62,2009-08-31 14:59:57
398,1,324,8.68,2008-05-14 08:36:24
399,3,189,12.57,2006-06-25 03:50:12
400,1,601,19.88,2006-09-19 04:45:51
401,2,2,7.09,2009-01-22 03:17:49
402,3,368,9.53,2009-10-20 14:17:07
403,3,496,9.46,2005-03-09 20:48:24
404,1,988,19.73,2008-10-26 21:47:29
405,2,837,18.67,2006-11-02 08:02:19
406,1,382,14.09,2008-09-22 10:13:17
407,2,293,5.02,2009-10-17 21:16:27
408,2,410,12.61,2006-02-22 11:50:02
409,2,889,12.78,2008-09-20 04:57:18
410,2,137,9.37,2005-02-24 03:35:56
411,2,888,7.09,2007-08-16 13:08:55
412,2,43,6.72,2008-03-11 22:49:39
413,1,216,14.54,2005-05-19 23:30:45
414,1,708,15.49,2007-04-04 14:03:14
415,1,758,7.27,2005-11-17 02:43:56
416,1,717,14.12,2009-08-19 05:52:14
417,3,792,17.49,2009-07-10 17:31:22
418,2,536,17.51,2006-10-27 14:54:58
419,3,307,13.21,2009-03-26 09:30:59
420,3,820,19.48,2008-11-24 16:50:45
421,2,695,15.12,2006-03-25 14:14:01
422,3,352,16.58,2006-05-12 00:37:45
423,2,25,13.46,2005-07-19 21:22:46
424,1,237,17.8,2008-07-27 07:50:11
425,2,209,17.68,2007-02-15 13:43:04
426,3,676,15.33,2009-07-30 19:04:14
427,1,846,17.91,2009-03-01 11:34:16
428,1,870,6.51,2006-01-02 22:14:05
429,3,576,12.17,2008-03-13 08:32:15
430,1,561,10.65,2009-07-02 00:00:10
431,2,410,19.86,2008-09-11 07:37:40
432,3,409,12.33,2008-12-15 00:51:45
433,2,381,15.76,2005-05-13 21:56:30
434,2,848,18.66,2006-10-05 01:13:48
435,2,531,15.44,2005-10-24 07:02:56
436,1,387,13.9,2005-04-29 21:32:01
437,1,72,5.96,2007-02-12 00:31:15
438,2,564,17.48,2009-07-01 22:09:47
439,2,805,14.25,2009-05-23 12:12:34
440,2,645,5.06,2005-12-30 20:08:59
441,2,280,11.57,2006-05-03 17:51:11
442,3,883,9.33,2007-05-19 06:12:52
443,2,290,5.66,2008-09-21 04:00:18
444,1,352,9.78,2008-10-28 17:26:34
445,3,561,13.06,2008-06-19 05:19:47
446,2,900,7.85,2008-08-15 15:09:50
447,1,998,11.01,2007-02-14 23:43:10
448,1,747,13.08,2009-07-01 14:04:30
449,1,244,6.06,2005-07-10 23:05:34
450,1,951,9.77,2005-04-30 06:18:21
451,1,143,18.99,2007-10-26 00:04:51
452,3,780,13.3,2009-07-19 04:40:48
453,1,139,10.27,2007-04-28 13:33:53
454,3,667,13.38,2008-01-16 11:39:25
455,3,664,11.26,2006-01-07 14:15:22
456,1,664,19.52,2007-02-11 12:40:43
457,2,443,19.02,2008-12-28 12:35:21
458,3,258,10.46,2008-12-05 09:05:11
459,2,868,13.62,2007-09-12 04:28:46
460,2,975,12.49,2006-10-22 07:24:53
461,1,936,18.76,2007-08-02 16:52:25
462,1,593,16.03,2007-12-09 21:15:55
463,3,917,5.39,2009-08-10 23:20:47
464,2,45,5.58,2008-01-30 07:08:41
465,1,341,5.12,2009-08-16 03:32:43
466,1,224,8.15,2005-02-27 23:28:56
467,3,688,8.9,2009-02-02 14:29:26
468,2,722,6.21,2006-12-18 07:45:27
469,1,292,9.62,2006-04-21 16:13:30
470,2,975,12.53,2006-09-08 16:02:26
471,2,357,19.99,2007-02-01 05:33:12
472,2,988,19.8,2006-10-09 00:15:48
473,3,739,9.28,2008-06-16 11:05:08
474,1,141,10.11,2009-07-13 00:12:52
475,3,840,18.59,2006-05-06 12:29:15
476,1,939,19.19,2007-03-16 12:20:21
477,1,436,5.16,2008-05-22 17:23:04
478,2,501,7.9,2006-02-07 19:20:29
479,2,478,17.9,2005-11-03 18:36:37
480,3,93,19.84,2009-01-18 01:49:48
481,1,108,16.06,2009-07-20 00:33:13
482,2,615,18.88,2009-10-25 22:04:11
483,3,847,5.48,2008-02-03 03:35:06
484,2,993,18.56,2008-07-26 04:19:50
485,1,465,14.49,2009-09-18 03:08:30
486,2,696,8.91,2009-01-06 18:19:46
487,3,639,15.09,2006-02-06 21:50:57
488,2,787,16.4,2009-12-18 19:38:11
489,1,46,7.79,2009-08-13 04:04:49
490,1,757,5.29,2008-04-04 12:15:01
491,2,266,10.96,2008-01-15 02:00:51
492,1,141,18.17,2005-03-22 02:53:33
493,1,560,11.58,2008-04-04 10:18:14
494,1,595,18.81,2007-05-13 12:40:27
495,1,79,9.11,2007-02-13 02:20:11
496,3,193,12.34,2005-11-16 00:16:02
497,3,26,19.14,2005-08-28 10:29:19
498,1,168,17.91,2007-07-30 20:55:27
499,3,625,19.97,2005-08-12 13:16:40
500,1,261,8.11,2006-07-18 10:14:52
501,2,213,17.16,2007-05-20 05:57:59
502,2,772,15.81,2008-10-10 11:01:39
503,1,374,11.59,2008-06-09 23:39:03
504,2,342,10.62,2005-09-29 00:40:54
505,2,885,9.38,2008-11-13 03:11:26
506,3,880,11.45,2005-12-28 17:41:10
507,1,698,10.7,2009-09-15 06:04:59
508,2,818,8.94,2009-10-02 12:17:36
509,3,613,9.45,2009-08-18 09:07:45
510,2,605,16.82,2007-02-07 01:25:23
511,3,30,11.28,2005-12-05 21:48:41
512,3,33,13.39,2009-07-13 01:45:15
513,1,910,18.29,2009-02-09 23:51:51
514,3,670,17.63,2005-01-09 03:12:46
515,3,392,13.48,2007-01-14 17:57:54
516,1,642,16.92,2006-05-13 21:19:45
517,2,653,7.75,2009-08-06 17:40:24
518,3,626,6.21,2009-01-28 01:06:58
519,3,658,13.47,2009-11-08 14:16:09
520,2,43,12.05,2009-12-22 21:21:42
521,2,483,5.27,2005-07-28 08:34:31
522,3,651,17.7,2006-01-18 21:02:50
523,2,890,11.66,2009-06-24 07:50:29
524,1,986,12.84,2005-02-28 01:05:47
525,1,734,5.83,2005-12-12 00:26:51
526,3,488,18.84,2007-02-11 18:28:43
527,2,74,7.89,2006-01-02 22:08:09
528,3,285,16.27,2008-10-27 08:46:15
529,1,409,8.76,2005-05-24 13:10:10
530,1,813,17.26,2006-06-28 15:40:43
531,3,403,6.83,2006-02-02 15:01:10
532,3,850,19.44,2007-11-20 13:30:06
533,1,526,17.58,2009-01-23 04:38:28
534,1,539,19.08,2006-03-19 12:46:00
535,3,899,5.7,2009-05-26 19:21:18
536,3,861,14.24,2005-01-20 22:27:26
537,1,295,5.07,2007-02-07 16:56:20
538,3,625,14.63,2009-12-15 18:57:25
539,3,375,17.16,2007-12-09 23:22:41
540,2,599,10.11,2005-01-13 17:10:04
541,3,41,6.2,2007-03-02 00:06:06
542,1,351,5.32,2006-05-12 11:11:21
543,3,968,15.08,2009-04-23 00:11:10
544,1,508,6.1,2005-12-20 19:27:16
545,3,13,19.0,2008-08-10 21:58:56
546,1,429,19.33,2009-09-28 13:48:43
547,3,82,8.54,2008-07-04 10:34:07
548,3,841,5.62,2009-01-03 18:40:53
549,3,449,11.82,2009-03-10 15:28:21
550,3,769,11.13,2008-03-08 10:03:08
551,3,849,5.35,2007-09-17 13:18:58
552,1,155,8.05,2005-06-19 02:56:53
553,1,133,15.53,2007-01-11 08:18:47
554,1,249,15.17,2005-06-26 03:09:20
555,3,461,10.77,2009-11-04 16:53:12
556,2,291,19.67,2009-02-24 09:43:48
557,1,792,12.89,2009-06-13 19:06:40
558,2,611,15.06,2007-02-15 02:31:44
559,1,440,15.36,2007-12-10 06:06:04
560,3,480,12.95,2007-06-29 18:36:43
561,3,381,5.01,2006-12-29 05:39:03
562,3,239,15.12,2007-03-19 06:54:54
563,2,599,7.09,2006-07-17 20:32:14
564,2,207,14.26,2008-04-04 14:06:57
565,3,207,13.76,2007-09-04 19:07:56
566,2,390,19.14,2005-10-24 09:45:19
567,1,981,7.44,2005-02-27 10:51:37
568,1,989,16.98,2007-04-24 21:13:29
569,3,688,15.1,2008-09-26 20:17:12
570,1,13,13.69,2007-03-04 07:52:13
571,1,427,17.12,2006-05-11 14:04:30
572,1,617,18.23,2006-05-20 21:57:59
573,2,590,10.81,2005-12-21 16:53:44
574,2,427,9.5,2005-06-19 21:50:52
575,2,485,9.89,2006-07-12 00:23:35
576,2,341,8.67,2006-05-10 04:24:21
577,2,513,7.05,2006-06-07 15:28:46
578,1,756,6.54,2009-03-12 07:10:24
579,3,27,15.76,2006-07-14 05:20:05
580,2,194,9.29,2008-06-01 06:29:10
581,2,261,9.24,2007-03-12 07:52:58
582,2,57,11.83,2005-05-03 17:39:13
583,2,277,17.98,2006-10-02 20:34:02
584,2,675,17.04,2007-03-20 22:55:30
585,3,384,5.83,2005-03-25 05:02:47
586,1,862,19.73,2008-11-25 07:13:14
587,2,281,9.11,2006-09-03 04:01:48
588,2,162,6.2,2009-12-02 23:07:57
589,1,906,16.38,2006-02-03 07:18:46
590,2,533,16.65,2006-11-19 18:42:20
591,1,666,10.93,2008-11-29 04:20:36
592,3,13,18.14,2009-04-27 00:08:51
593,3,314,9.57,2009-03-21 07:26:22
594,2,238,6.47,2007-02-08 02:24:20
595,3,569,7.79,2008-04-29 19:39:24
596,1,64,6.22,2006-02-15 11:59:55
597,3,165,7.48,2009-12-19 09:12:11
598,2,443,15.37,2008-09-17 10:20:16
599,3,742,14.62,2007-01-26 18:21:11
600,2,822,9.31,2007-02-08 15:09:07
601,2,649,6.29,2005-03-11 15:41:51
602,2,920,6.63,2006-04-05 19:49:22
603,1,603,14.17,2008-09-27 09:47:41
604,3,637,11.35,2007-07-12 08:16:03
605,3,621,17.8,2006-12-24 03:31:52
606,1,267,12.63,2008-10-12 06:42:23
607,2,239,12.3,2006-09-07 16:51:36
