order_id,date,customer_id,time,carrier_id
98,02.01.2015,39,17:18:18,1
99,02.01.2015,491,17:45:42,2
100,02.01.2015,441,17:46:17,1
101,02.01.2015,36,17:51:33,2
102,02.01.2015,544,17:54:04,1
103,02.01.2015,885,18:02:09,2
104,02.01.2015,470,18:02:12,2
105,02.01.2015,409,18:12:01,3
106,02.01.2015,374,18:12:13,2
107,02.01.2015,696,18:25:09,1
108,02.01.2015,524,18:25:25,3
109,02.01.2015,516,18:27:50,1
110,02.01.2015,709,18:36:19,4
111,02.01.2015,505,18:38:01,4
112,02.01.2015,569,18:41:40,2
113,02.01.2015,842,18:50:21,1
114,02.01.2015,213,18:59:32,4
115,02.01.2015,957,19:05:17,1
116,02.01.2015,267,19:18:49,3
117,02.01.2015,127,19:23:02,3
118,02.01.2015,191,19:26:59,3
119,02.01.2015,451,19:32:29,2
120,02.01.2015,248,19:35:07,4
121,02.01.2015,795,19:38:48,2
122,02.01.2015,964,19:50:19,3
123,02.01.2015,159,20:12:09,2
124,02.01.2015,903,20:12:34,3
125,02.01.2015,77,20:31:06,1
126,02.01.2015,538,20:53:42,4
127,02.01.2015,388,20:58:23,3
128,02.01.2015,17,21:05:06,1
129,02.01.2015,426,21:13:02,3
130,02.01.2015,935,21:14:55,4
131,02.01.2015,234,21:33:10,1
132,02.01.2015,699,21:42:45,3
133,02.01.2015,375,22:00:17,2
134,02.01.2015,877,22:13:24,1
135,02.01.2015,941,22:29:34,1
136,02.01.2015,102,22:32:49,2
137,03.01.2015,218,11:34:10,4
138,03.01.2015,848,11:44:50,4
139,03.01.2015,391,11:57:39,3
140,03.01.2015,998,12:26:44,4
141,03.01.2015,15,13:16:01,1
142,03.01.2015,300,13:33:59,4
143,03.01.2015,658,13:41:36,1
144,03.01.2015,57,13:44:28,2
145,03.01.2015,995,13:53:48,3
146,03.01.2015,881,14:22:10,3
147,03.01.2015,43,14:32:51,2
148,03.01.2015,383,14:40:42,2
149,03.01.2015,888,14:48:45,1
150,03.01.2015,328,14:49:58,1
151,03.01.2015,598,15:09:34,1
152,03.01.2015,719,15:09:42,4
153,03.01.2015,583,15:16:34,2
154,03.01.2015,199,15:22:43,3
155,03.01.2015,37,15:28:59,3
156,03.01.2015,768,15:42:19,4
157,03.01.2015,171,15:43:03,3
158,03.01.2015,6,15:54:30,1
159,03.01.2015,86,15:59:22,2
160,03.01.2015,580,16:35:33,4
161,03.01.2015,979,16:43:46,1
162,03.01.2015,933,16:51:22,1
163,03.01.2015,701,16:54:54,2
164,03.01.2015,33,16:56:33,4
165,03.01.2015,360,16:57:37,3
166,03.01.2015,166,16:58:51,1
167,03.01.2015,776,17:00:49,4
168,03.01.2015,751,17:02:27,2
169,03.01.2015,355,17:15:48,2
170,03.01.2015,681,17:21:31,4
171,03.01.2015,964,17:23:03,4
172,03.01.2015,262,17:29:24,4
173,03.01.2015,443,17:35:30,4
174,03.01.2015,956,17:37:49,1
175,03.01.2015,98,17:50:51,1
176,03.01.2015,271,17:51:57,4
177,03.01.2015,635,17:54:36,1
178,03.01.2015,598,18:15:03,3
179,03.01.2015,339,18:20:14,1
180,03.01.2015,823,18:33:34,2
181,03.01.2015,814,18:49:32,4
182,03.01.2015,17,18:50:10,3
183,03.01.2015,776,18:54:55,2
184,03.01.2015,529,18:59:05,2
185,03.01.2015,256,19:08:33,2
186,03.01.2015,547,19:36:00,3
187,03.01.2015,883,19:37:12,1
188,03.01.2015,893,20:08:39,1
189,03.01.2015,582,20:12:14,4
190,03.01.2015,362,20:14:23,1
191,03.01.2015,992,20:24:50,3
192,03.01.2015,594,20:30:08,1
193,03.01.2015,811,20:55:47,2
194,03.01.2015,876,21:21:24,4
195,03.01.2015,25,21:25:20,4
196,03.01.2015,454,21:40:14,4
197,03.01.2015,358,21:47:48,2
198,03.01.2015,407,21:55:42,3
199,03.01.2015,846,22:10:38,2
200,03.01.2015,270,22:24:05,4
201,03.01.2015,377,22:29:59,3
202,03.01.2015,347,22:50:29,3
203,04.01.2015,352,11:30:48,3
204,04.01.2015,290,11:36:25,3
205,04.01.2015,46,11:43:54,1
206,04.01.2015,734,11:45:10,4
207,04.01.2015,740,12:03:58,3
208,04.01.2015,719,12:12:05,1
209,04.01.2015,405,12:29:17,2
210,04.01.2015,266,12:34:13,2
211,04.01.2015,161,12:54:20,3
212,04.01.2015,111,13:16:03,3
213,04.01.2015,835,13:20:39,3
214,04.01.2015,571,13:39:16,2
215,04.01.2015,851,13:44:49,1
216,04.01.2015,902,14:31:56,2
217,04.01.2015,547,14:35:03,1
218,04.01.2015,327,14:35:11,4
219,04.01.2015,765,14:42:01,2
220,04.01.2015,34,15:31:59,4
221,04.01.2015,482,15:33:18,4
222,04.01.2015,11,15:46:38,4
223,04.01.2015,145,16:08:20,2
224,04.01.2015,101,16:39:58,1
225,04.01.2015,306,16:41:48,2
226,04.01.2015,195,16:59:39,1
227,04.01.2015,255,17:24:39,2
228,04.01.2015,585,17:31:24,3
229,04.01.2015,234,17:37:57,3
230,04.01.2015,721,17:58:38,4
231,04.01.2015,132,18:04:18,1
232,04.01.2015,240,18:21:59,2
233,04.01.2015,913,18:26:51,3
234,04.01.2015,399,18:36:09,2
235,04.01.2015,109,18:51:30,2
236,04.01.2015,178,19:21:04,1
237,04.01.2015,315,19:27:48,4
238,04.01.2015,88,19:45:15,2
239,04.01.2015,661,19:57:52,3
240,04.01.2015,99,20:10:24,3
241,04.01.2015,389,20:11:25,4
242,04.01.2015,863,20:15:29,2
243,04.01.2015,684,20:26:17,2
244,04.01.2015,643,20:26:22,1
245,04.01.2015,278,20:28:41,2
246,04.01.2015,33,20:30:48,1
247,04.01.2015,988,20:55:29,3
248,04.01.2015,930,20:58:19,3
249,04.01.2015,235,21:06:16,2
250,04.01.2015,462,21:07:05,3
251,04.01.2015,357,21:10:05,3
252,04.01.2015,408,22:13:15,3
253,04.01.2015,485,22:16:18,2
254,04.01.2015,663,22:22:13,4
255,05.01.2015,248,11:23:35,1
256,05.01.2015,311,11:56:06,1
257,05.01.2015,377,11:59:04,1
258,05.01.2015,664,11:59:23,4
259,05.01.2015,266,12:04:25,3
260,05.01.2015,472,12:06:27,4
261,05.01.2015,359,12:38:29,2
262,05.01.2015,3,12:42:01,4
263,05.01.2015,746,12:57:22,3
264,05.01.2015,874,13:03:59,4
265,05.01.2015,505,13:04:42,3
266,05.01.2015,841,13:09:29,1
267,05.01.2015,253,13:37:50,1
268,05.01.2015,276,13:40:46,4
269,05.01.2015,486,13:49:34,2
270,05.01.2015,940,14:09:02,2
271,05.01.2015,687,14:22:19,3
272,05.01.2015,565,14:24:05,3
273,05.01.2015,334,14:28:00,1
274,05.01.2015,236,14:36:33,2
275,05.01.2015,267,14:38:14,4
276,05.01.2015,943,15:18:18,4
277,05.01.2015,79,15:41:50,1
278,05.01.2015,210,15:49:21,4
279,05.01.2015,834,16:07:03,2
280,05.01.2015,226,16:20:23,4
281,05.01.2015,563,16:33:48,2
282,05.01.2015,183,16:49:38,1
283,05.01.2015,855,16:51:43,1
284,05.01.2015,328,16:58:16,3
285,05.01.2015,183,16:58:38,2
286,05.01.2015,311,17:01:23,3
287,05.01.2015,458,17:30:09,4
288,05.01.2015,699,17:32:44,1
289,05.01.2015,538,17:36:23,3
290,05.01.2015,415,17:41:16,4
291,05.01.2015,512,17:44:39,4
292,05.01.2015,625,17:48:59,2
293,05.01.2015,22,17:58:38,2
294,05.01.2015,669,18:16:35,1
295,05.01.2015,241,18:20:12,4
296,05.01.2015,827,18:46:54,3
297,05.01.2015,719,19:02:18,2
298,05.01.2015,768,19:10:36,2
299,05.01.2015,815,19:34:31,3
300,05.01.2015,135,19:42:54,4
301,05.01.2015,50,19:45:58,2
302,05.01.2015,211,19:57:37,4
303,05.01.2015,859,20:02:51,2
304,05.01.2015,286,20:07:58,1
305,05.01.2015,723,20:35:40,3
306,05.01.2015,92,20:37:40,2
307,05.01.2015,906,21:45:38,1
308,05.01.2015,193,21:59:46,4
309,06.01.2015,119,11:39:06,4
310,06.01.2015,291,11:40:48,2
311,06.01.2015,457,11:57:27,2
312,06.01.2015,608,12:05:21,4
313,06.01.2015,755,12:09:09,4
314,06.01.2015,185,12:11:58,4
315,06.01.2015,794,12:17:40,1
316,06.01.2015,113,12:29:34,1
317,06.01.2015,241,12:31:00,4
318,06.01.2015,351,12:45:14,4
319,06.01.2015,518,12:46:22,3
320,06.01.2015,497,12:46:40,3
321,06.01.2015,700,12:56:21,2
322,06.01.2015,599,13:02:13,1
323,06.01.2015,836,13:05:33,1
324,06.01.2015,699,13:06:44,4
325,06.01.2015,500,13:07:32,4
326,06.01.2015,887,13:10:13,4
327,06.01.2015,103,13:10:54,3
328,06.01.2015,161,13:16:35,4
329,06.01.2015,911,13:22:44,3
330,06.01.2015,49,13:27:11,3
331,06.01.2015,737,13:43:30,4
332,06.01.2015,715,14:12:01,2
333,06.01.2015,835,14:16:36,4
334,06.01.2015,69,14:24:18,2
335,06.01.2015,28,14:24:47,4
336,06.01.2015,180,14:51:41,3
337,06.01.2015,479,15:03:12,2
338,06.01.2015,604,15:18:26,4
339,06.01.2015,955,15:25:13,2
340,06.01.2015,826,15:35:32,3
341,06.01.2015,526,15:35:47,3
342,06.01.2015,571,15:44:12,1
343,06.01.2015,706,15:45:37,4
344,06.01.2015,55,16:01:11,1
345,06.01.2015,782,16:01:47,3
346,06.01.2015,171,16:30:00,2
347,06.01.2015,855,16:37:17,1
348,06.01.2015,339,16:49:12,2
349,06.01.2015,838,17:25:58,4
350,06.01.2015,64,17:37:05,1
351,06.01.2015,410,17:37:29,1
352,06.01.2015,693,17:45:48,3
353,06.01.2015,563,17:59:48,4
354,06.01.2015,548,18:01:44,3
355,06.01.2015,753,18:14:45,3
356,06.01.2015,478,18:16:05,1
357,06.01.2015,217,18:27:58,4
358,06.01.2015,587,18:30:12,1
359,06.01.2015,341,18:33:08,3
360,06.01.2015,286,18:50:38,2
361,06.01.2015,510,19:12:38,2
362,06.01.2015,990,19:13:36,3
363,06.01.2015,386,19:20:31,4
364,06.01.2015,354,19:27:24,3
365,06.01.2015,472,19:37:26,2
366,06.01.2015,326,20:04:20,2
367,06.01.2015,281,20:05:12,2
368,06.01.2015,297,20:28:16,1
369,06.01.2015,166,20:30:06,4
370,06.01.2015,780,21:02:30,3
371,06.01.2015,587,21:15:20,3
372,06.01.2015,671,22:26:59,1
373,07.01.2015,662,11:45:18,1
374,07.01.2015,615,11:55:59,3
375,07.01.2015,247,11:58:36,3
376,07.01.2015,531,12:01:17,4
377,07.01.2015,118,12:03:18,2
378,07.01.2015,485,12:19:37,3
379,07.01.2015,118,12:25:37,3
380,07.01.2015,233,12:32:10,1
381,07.01.2015,421,12:33:06,4
382,07.01.2015,480,12:33:07,1
383,07.01.2015,388,12:43:59,3
384,07.01.2015,74,12:51:46,3
385,07.01.2015,698,12:54:19,3
386,07.01.2015,183,12:58:16,1
387,07.01.2015,942,13:03:14,2
388,07.01.2015,51,13:04:56,2
389,07.01.2015,987,13:10:17,3
390,07.01.2015,941,13:15:32,2
391,07.01.2015,14,13:25:31,4
392,07.01.2015,976,13:36:47,2
393,07.01.2015,976,13:48:31,1
394,07.01.2015,240,14:02:18,2
395,07.01.2015,171,14:11:08,3
396,07.01.2015,1,14:12:21,1
397,07.01.2015,445,14:31:10,2
398,07.01.2015,274,14:56:26,2
399,07.01.2015,847,15:47:49,4
400,07.01.2015,537,16:03:07,2
401,07.01.2015,177,16:08:35,2
402,07.01.2015,187,16:24:46,3
403,07.01.2015,534,16:26:10,4
404,07.01.2015,20,16:39:27,1
405,07.01.2015,390,16:44:16,4
406,07.01.2015,427,16:50:49,2
407,07.01.2015,793,16:56:42,4
408,07.01.2015,708,17:09:09,1
409,07.01.2015,474,17:15:04,4
410,07.01.2015,262,17:33:49,1
411,07.01.2015,806,17:58:09,3
412,07.01.2015,624,18:07:46,4
413,07.01.2015,574,18:11:32,3
414,07.01.2015,935,18:13:22,4
415,07.01.2015,1000,18:16:23,2
416,07.01.2015,353,18:17:42,2
417,07.01.2015,367,18:24:40,2
418,07.01.2015,394,18:40:11,2
419,07.01.2015,100,19:02:31,3
420,07.01.2015,20,19:04:40,1
421,07.01.2015,984,19:21:58,4
422,07.01.2015,978,19:30:25,1
423,07.01.2015,360,19:45:07,3
424,07.01.2015,97,20:01:28,1
425,07.01.2015,82,20:21:19,3
426,07.01.2015,455,20:25:45,3
427,07.01.2015,337,21:49:00,2
428,07.01.2015,203,22:05:00,3
429,07.01.2015,358,22:16:53,3
430,07.01.2015,905,22:46:13,2
431,08.01.2015,834,11:17:13,3
432,08.01.2015,199,11:39:07,2
433,08.01.2015,395,11:49:50,4
434,08.01.2015,671,11:54:14,2
435,08.01.2015,604,12:06:09,1
436,08.01.2015,184,12:07:21,4
437,08.01.2015,330,12:07:54,3
438,08.01.2015,982,12:08:38,3
439,08.01.2015,84,12:13:08,3
440,08.01.2015,487,12:16:34,4
441,08.01.2015,959,12:16:58,4
442,08.01.2015,168,12:28:49,2
443,08.01.2015,544,12:34:20,2
444,08.01.2015,378,12:40:05,2
445,08.01.2015,845,12:57:39,1
446,08.01.2015,844,12:58:01,1
447,08.01.2015,455,13:02:00,3
448,08.01.2015,622,13:03:34,2
449,08.01.2015,30,13:04:15,3
450,08.01.2015,556,13:07:53,3
451,08.01.2015,278,13:19:06,1
452,08.01.2015,196,13:24:11,4
453,08.01.2015,361,13:27:14,2
454,08.01.2015,524,13:31:40,1
455,08.01.2015,617,13:39:14,4
456,08.01.2015,516,13:47:53,4
457,08.01.2015,453,13:59:04,3
458,08.01.2015,975,14:00:05,4
459,08.01.2015,937,14:14:02,3
460,08.01.2015,837,14:19:58,2
461,08.01.2015,883,14:21:19,3
462,08.01.2015,480,14:38:41,4
463,08.01.2015,90,14:40:28,4
464,08.01.2015,227,14:49:01,4
465,08.01.2015,927,14:55:23,2
466,08.01.2015,704,15:30:10,1
467,08.01.2015,858,15:33:13,4
468,08.01.2015,253,15:36:12,1
469,08.01.2015,271,15:37:18,1
470,08.01.2015,207,15:49:13,2
471,08.01.2015,808,16:20:26,3
472,08.01.2015,67,16:29:50,2
473,08.01.2015,877,16:41:27,3
474,08.01.2015,37,16:47:48,2
475,08.01.2015,784,17:15:17,4
476,08.01.2015,545,17:27:56,4
477,08.01.2015,848,17:30:04,2
478,08.01.2015,590,17:35:56,1
479,08.01.2015,85,17:37:03,3
480,08.01.2015,979,17:41:31,3
481,08.01.2015,461,17:41:37,4
482,08.01.2015,548,17:52:42,1
483,08.01.2015,833,17:54:05,4
484,08.01.2015,130,18:02:54,1
485,08.01.2015,620,18:07:31,2
486,08.01.2015,991,18:15:08,2
487,08.01.2015,518,18:30:16,3
488,08.01.2015,326,18:46:02,1
489,08.01.2015,847,18:48:43,2
490,08.01.2015,43,18:49:24,1
491,08.01.2015,476,19:01:12,3
492,08.01.2015,87,19:06:21,2
493,08.01.2015,354,19:31:47,3
494,08.01.2015,432,19:38:40,3
495,08.01.2015,366,19:42:52,3
496,08.01.2015,343,19:46:18,1
497,08.01.2015,614,19:49:26,2
498,08.01.2015,180,20:02:25,1
499,08.01.2015,473,21:10:46,2
500,08.01.2015,910,21:46:49,2
501,08.01.2015,601,21:51:31,3
502,08.01.2015,160,22:26:08,2
503,09.01.2015,811,11:16:21,1
504,09.01.2015,506,11:48:18,2
505,09.01.2015,23,11:55:10,4
506,09.01.2015,550,12:02:09,1
507,09.01.2015,747,12:06:03,2
508,09.01.2015,616,12:13:32,1
509,09.01.2015,502,12:13:58,4
510,09.01.2015,433,12:15:03,3
511,09.01.2015,893,12:18:21,4
512,09.01.2015,935,12:19:24,2
513,09.01.2015,620,12:22:48,3
514,09.01.2015,533,12:26:47,1
515,09.01.2015,324,13:07:37,4
516,09.01.2015,818,13:09:09,2
517,09.01.2015,833,13:09:11,1
518,09.01.2015,325,13:11:25,3
519,09.01.2015,351,13:15:20,4
520,09.01.2015,975,13:22:33,3
521,09.01.2015,785,13:43:07,1
522,09.01.2015,181,14:09:33,2
523,09.01.2015,564,14:42:14,2
524,09.01.2015,524,14:51:35,2
525,09.01.2015,987,15:08:46,1
526,09.01.2015,910,15:10:13,3
527,09.01.2015,43,15:23:37,1
528,09.01.2015,224,15:27:21,1
529,09.01.2015,575,15:31:01,1
530,09.01.2015,114,15:43:01,4
531,09.01.2015,693,15:58:10,4
532,09.01.2015,80,16:14:28,4
533,09.01.2015,482,16:28:43,1
534,09.01.2015,275,16:43:32,4
535,09.01.2015,762,17:08:47,1
536,09.01.2015,320,17:18:50,3
537,09.01.2015,99,17:23:52,2
538,09.01.2015,309,17:44:04,4
539,09.01.2015,814,17:51:34,2
540,09.01.2015,790,17:52:41,1
541,09.01.2015,550,18:07:47,3
542,09.01.2015,883,18:08:06,3
543,09.01.2015,997,18:23:59,3
544,09.01.2015,364,18:31:04,3
545,09.01.2015,249,18:46:28,1
546,09.01.2015,155,18:47:27,2
547,09.01.2015,782,18:49:23,4
548,09.01.2015,510,19:06:09,3
549,09.01.2015,621,19:06:34,1
550,09.01.2015,101,19:12:59,1
551,09.01.2015,55,19:26:24,3
552,09.01.2015,864,19:31:25,2
553,09.01.2015,316,20:14:47,3
554,09.01.2015,677,20:15:51,2
555,09.01.2015,670,20:18:25,3
556,09.01.2015,806,20:23:12,2
557,09.01.2015,73,20:30:06,3
558,09.01.2015,99,20:51:10,1
559,09.01.2015,935,21:10:16,2
560,09.01.2015,492,21:13:48,3
561,09.01.2015,934,21:47:56,3
562,09.01.2015,164,22:04:05,3
563,09.01.2015,41,22:19:03,3
564,09.01.2015,231,22:32:32,1
565,10.01.2015,347,12:11:19,2
566,10.01.2015,992,12:21:19,4
567,10.01.2015,627,12:27:47,2
568,10.01.2015,857,12:28:53,4
569,10.01.2015,386,12:37:10,1
570,10.01.2015,533,13:13:59,4
571,10.01.2015,740,13:14:47,4
572,10.01.2015,899,13:15:32,3
573,10.01.2015,16,13:39:33,4
574,10.01.2015,987,13:40:54,1
575,10.01.2015,506,13:41:04,4
576,10.01.2015,456,13:44:22,1
577,10.01.2015,949,13:45:00,1
578,10.01.2015,110,13:48:49,2
579,10.01.2015,964,13:51:19,2
580,10.01.2015,737,13:56:01,4
581,10.01.2015,52,14:13:01,3
582,10.01.2015,289,14:24:14,1
583,10.01.2015,466,14:33:19,4
584,10.01.2015,618,15:05:29,2
585,10.01.2015,885,15:58:42,4
586,10.01.2015,877,16:09:57,1
587,10.01.2015,300,16:32:36,3
588,10.01.2015,342,16:33:36,3
589,10.01.2015,484,17:12:39,1
590,10.01.2015,186,17:23:39,2
591,10.01.2015,394,17:32:54,1
592,10.01.2015,53,17:41:55,2
593,10.01.2015,698,17:48:57,4
594,10.01.2015,171,17:50:19,2
595,10.01.2015,695,18:12:28,2
596,10.01.2015,52,18:24:07,1
597,10.01.2015,641,18:32:36,3
598,10.01.2015,238,18:34:14,2
599,10.01.2015,241,18:34:27,2
600,10.01.2015,924,18:53:52,4
601,10.01.2015,268,18:58:19,3
602,10.01.2015,7,19:02:27,4
603,10.01.2015,216,19:03:11,2
604,10.01.2015,20,19:13:29,1
605,10.01.2015,719,19:23:51,4
606,10.01.2015,359,19:27:18,3
607,10.01.2015,600,19:36:16,3
608,10.01.2015,785,19:36:33,2
609,10.01.2015,38,19:39:32,3
610,10.01.2015,851,19:51:02,2
611,10.01.2015,793,19:58:10,3
612,10.01.2015,581,19:58:15,3
613,10.01.2015,164,20:10:44,3
614,10.01.2015,312,20:12:33,4
615,10.01.2015,857,20:14:03,2
616,10.01.2015,422,20:20:10,2
617,10.01.2015,363,20:27:26,4
618,10.01.2015,444,20:31:14,2
619,10.01.2015,438,20:41:58,2
620,10.01.2015,76,20:45:45,2
621,10.01.2015,947,20:49:29,4
622,10.01.2015,433,20:57:41,2
623,10.01.2015,723,21:21:21,3
624,10.01.2015,13,21:22:44,4
625,10.01.2015,240,21:50:23,4
626,10.01.2015,790,21:55:12,4
627,10.01.2015,656,22:18:35,2
628,10.01.2015,375,22:47:17,4
629,10.01.2015,788,22:48:39,1
630,11.01.2015,628,11:42:08,3
631,11.01.2015,634,11:44:36,3
632,11.01.2015,644,11:44:52,4
633,11.01.2015,974,11:51:45,1
634,11.01.2015,285,12:14:15,2
635,11.01.2015,781,12:18:31,1
636,11.01.2015,489,12:34:44,3
637,11.01.2015,558,12:44:10,3
638,11.01.2015,838,12:49:26,4
639,11.01.2015,129,13:23:21,2
640,11.01.2015,752,13:28:08,4
641,11.01.2015,593,13:37:46,2
642,11.01.2015,3,13:40:00,2
643,11.01.2015,536,13:43:19,1
644,11.01.2015,665,13:52:52,3
645,11.01.2015,408,14:03:45,4
646,11.01.2015,3,14:07:26,2
647,11.01.2015,703,14:07:35,3
648,11.01.2015,727,14:17:17,2
649,11.01.2015,656,14:29:23,2
650,11.01.2015,362,14:34:05,4
651,11.01.2015,438,14:49:35,4
652,11.01.2015,726,16:03:38,1
653,11.01.2015,673,16:18:23,4
654,11.01.2015,309,16:34:07,1
655,11.01.2015,290,16:43:33,1
656,11.01.2015,360,16:44:49,3
657,11.01.2015,908,16:45:47,1
658,11.01.2015,307,16:55:24,4
659,11.01.2015,510,16:56:39,4
660,11.01.2015,846,17:09:36,3
661,11.01.2015,889,17:18:14,1
662,11.01.2015,755,17:21:49,3
663,11.01.2015,827,17:29:14,3
664,11.01.2015,958,17:35:14,4
665,11.01.2015,974,17:42:23,2
666,11.01.2015,590,17:42:25,4
667,11.01.2015,516,18:13:08,2
668,11.01.2015,889,18:13:12,3
669,11.01.2015,367,18:40:44,2
670,11.01.2015,617,18:46:25,3
671,11.01.2015,786,19:18:42,4
672,11.01.2015,561,19:18:46,3
673,11.01.2015,500,19:28:13,3
674,11.01.2015,996,19:33:05,1
675,11.01.2015,6,19:33:19,4
676,11.01.2015,75,19:44:57,2
677,11.01.2015,86,19:51:09,3
678,11.01.2015,991,19:52:49,2
679,11.01.2015,203,20:31:02,3
680,11.01.2015,265,21:07:30,1
681,11.01.2015,175,21:29:50,4
682,12.01.2015,416,11:38:15,2
683,12.01.2015,782,11:39:08,4
684,12.01.2015,416,12:01:23,1
685,12.01.2015,787,12:11:46,1
686,12.01.2015,717,12:13:07,1
687,12.01.2015,780,12:21:09,2
688,12.01.2015,471,12:26:41,1
689,12.01.2015,310,12:33:22,4
690,12.01.2015,698,12:42:10,1
691,12.01.2015,656,12:45:53,3
692,12.01.2015,498,12:53:37,1
693,12.01.2015,555,13:04:24,2
694,12.01.2015,589,13:30:47,1
695,12.01.2015,601,13:33:06,1
696,12.01.2015,1,13:49:40,3
697,12.01.2015,415,13:58:56,1
698,12.01.2015,949,14:08:16,3
699,12.01.2015,207,14:27:03,4
700,12.01.2015,254,14:31:13,1
701,12.01.2015,306,14:33:39,3
702,12.01.2015,967,14:38:35,1
703,12.01.2015,199,15:08:01,1
704,12.01.2015,307,15:28:25,2
705,12.01.2015,476,15:31:00,3
706,12.01.2015,335,15:39:04,2
707,12.01.2015,660,15:41:32,2
708,12.01.2015,964,15:52:44,3
709,12.01.2015,694,15:53:56,1
710,12.01.2015,829,15:59:52,3
711,12.01.2015,17,16:21:10,4
712,12.01.2015,329,16:22:18,1
713,12.01.2015,219,16:31:56,2
714,12.01.2015,420,16:55:08,2
715,12.01.2015,355,17:05:33,1
716,12.01.2015,139,17:06:05,3
717,12.01.2015,771,17:24:44,3
718,12.01.2015,947,17:46:30,2
719,12.01.2015,155,17:52:27,2
720,12.01.2015,409,17:53:59,1
721,12.01.2015,144,18:17:15,4
722,12.01.2015,312,18:20:58,3
723,12.01.2015,480,18:21:04,1
724,12.01.2015,720,18:24:47,3
725,12.01.2015,992,18:33:14,3
726,12.01.2015,427,18:34:25,4
727,12.01.2015,93,18:44:57,3
728,12.01.2015,448,18:53:17,3
729,12.01.2015,158,19:20:41,1
730,12.01.2015,156,19:22:00,2
731,12.01.2015,290,19:27:47,1
732,12.01.2015,258,19:30:17,1
733,12.01.2015,457,19:57:36,2
734,12.01.2015,701,20:00:30,4
